OBJ1	168135	1000	-0.1216	0.3624	0.3379	0.0920
OBJ0	168135	1000	0.0579	0.5186	0.7321	0.1131
OBJ1	168168	1000	-0.1211	0.3628	0.3384	0.0924
OBJ0	168168	1000	0.0585	0.5192	0.7327	0.1133
OBJ1	168202	1000	-0.1220	0.3622	0.3378	0.0923
OBJ0	168202	1000	0.0576	0.5184	0.7321	0.1134
OBJ1	168235	1000	-0.1221	0.3623	0.3375	0.0920
OBJ0	168235	1000	0.0574	0.5184	0.7321	0.1127
OBJ1	168268	1000	-0.1213	0.3630	0.3381	0.0920
OBJ0	168268	1000	0.0583	0.5193	0.7324	0.1130
OBJ1	187135	1000	-0.1217	0.3624	0.3380	0.0916
OBJ0	187135	1000	0.0578	0.5186	0.7323	0.1127
OBJ1	187168	1000	-0.1217	0.3628	0.3380	0.0916
OBJ0	187168	1000	0.0578	0.5186	0.7323	0.1127
OBJ1	187202	1000	-0.1219	0.3626	0.3378	0.0923
OBJ0	187202	1000	0.0577	0.5187	0.7324	0.1130
OBJ1	187235	1000	-0.1217	0.3624	0.3380	0.0923
OBJ0	187235	1000	0.0580	0.5186	0.7322	0.1138
OBJ1	187268	1000	-0.1215	0.3622	0.3384	0.0920
OBJ0	187268	1000	0.0580	0.5185	0.7326	0.1129
OBJ1	187302	1000	-0.1223	0.3624	0.3378	0.0920
OBJ0	187302	1000	0.0574	0.5184	0.7321	0.1127
OBJ1	187335	1000	-0.1218	0.3626	0.3377	0.0920
OBJ0	187335	1000	0.0579	0.5186	0.7321	0.1131
OBJ1	187368	1000	-0.1220	0.3626	0.3380	0.0920
OBJ0	187368	1000	0.0578	0.5186	0.7323	0.1127
OBJ1	187402	1000	-0.1219	0.3624	0.3383	0.0923
OBJ0	187402	1000	0.0577	0.5187	0.7324	0.1130
OBJ1	187435	1000	-0.1216	0.3628	0.3380	0.0924
OBJ0	187435	1000	0.0582	0.5189	0.7324	0.1130
OBJ1	187468	1000	-0.1219	0.3626	0.3378	0.0916
OBJ0	187468	1000	0.0579	0.5186	0.7321	0.1131
OBJ1	187502	1000	-0.1220	0.3626	0.3380	0.0920
OBJ0	187502	1000	0.0578	0.5186	0.7323	0.1127
OBJ1	187535	1000	-0.1216	0.3624	0.3379	0.0920
OBJ0	187535	1000	0.0579	0.5186	0.7321	0.1131
OBJ1	187568	1000	-0.1219	0.3621	0.3377	0.0920
OBJ0	187568	1000	0.0578	0.5182	0.7321	0.1131
OBJ1	187602	1000	-0.1220	0.3622	0.3378	0.0916
OBJ0	187602	1000	0.0576	0.5184	0.7319	0.1131
OBJ1	187635	1000	-0.1214	0.3622	0.3382	0.0923
OBJ0	187635	1000	0.0588	0.5186	0.7327	0.1136
OBJ1	187668	1000	-0.1215	0.3622	0.3384	0.0920
OBJ0	187668	1000	0.0580	0.5185	0.7325	0.1126
OBJ1	187702	1000	-0.1217	0.3620	0.3380	0.0923
OBJ0	187702	1000	0.0578	0.5182	0.7323	0.1134
OBJ1	187735	1000	-0.1220	0.3622	0.3378	0.0916
OBJ0	187735	1000	0.0578	0.5186	0.7323	0.1127
OBJ1	187768	1000	-0.1220	0.3622	0.3378	0.0923
OBJ0	187768	1000	0.0578	0.5182	0.7323	0.1134
OBJ1	187802	1000	-0.1222	0.3623	0.3376	0.0916
OBJ0	187802	1000	0.0574	0.5184	0.7321	0.1127
