OBJ1	186756	1000	0.0632	0.4336	0.5792	0.1492
OBJ0	186756	1000	0.3632	0.4776	0.3247	0.3368
OBJ1	186789	1000	0.0590	0.4330	0.5822	0.1437
OBJ0	186789	1000	0.3591	0.4760	0.3272	0.3320
OBJ1	186823	1000	0.0597	0.4339	0.5836	0.1452
OBJ0	186823	1000	0.3607	0.4761	0.3237	0.3260
OBJ1	186856	1000	0.0597	0.4352	0.5887	0.1463
OBJ0	186856	1000	0.3574	0.4776	0.3311	0.3330
OBJ1	186889	1000	0.0545	0.4346	0.5913	0.1404
OBJ0	186889	1000	0.3552	0.4763	0.3311	0.3211
OBJ1	209623	1000	-0.1285	0.4044	0.5498	0.0626
OBJ0	209623	1000	0.2259	0.4631	0.3524	0.2501
OBJ1	209656	1000	-0.1283	0.4055	0.5508	0.0648
OBJ0	209656	1000	0.2254	0.4641	0.3538	0.2500
OBJ1	209689	1000	-0.1318	0.4040	0.5508	0.0605
OBJ0	209689	1000	0.2226	0.4629	0.3536	0.2468
OBJ1	209723	1000	-0.1280	0.4046	0.5499	0.0629
OBJ0	209723	1000	0.2262	0.4634	0.3526	0.2501
OBJ1	209756	1000	-0.1285	0.4055	0.5509	0.0638
OBJ0	209756	1000	0.2252	0.4641	0.3542	0.2492
OBJ1	209789	1000	-0.1314	0.4042	0.5508	0.0608
OBJ0	209789	1000	0.2230	0.4627	0.3536	0.2473
OBJ1	209823	1000	-0.1287	0.4044	0.5501	0.0625
OBJ0	209823	1000	0.2256	0.4633	0.3526	0.2492
OBJ1	209856	1000	-0.1288	0.4053	0.5507	0.0638
OBJ0	209856	1000	0.2256	0.4644	0.3545	0.2493
OBJ1	209889	1000	-0.1316	0.4044	0.5506	0.0609
OBJ0	209889	1000	0.2231	0.4631	0.3534	0.2477
OBJ1	209923	1000	-0.1282	0.4047	0.5502	0.0628
OBJ0	209923	1000	0.2261	0.4634	0.3529	0.2500
OBJ1	209956	1000	-0.1292	0.4050	0.5507	0.0641
OBJ0	209956	1000	0.2256	0.4644	0.3545	0.2493
OBJ1	209989	1000	-0.1319	0.4045	0.5504	0.0602
OBJ0	209989	1000	0.2231	0.4631	0.3535	0.2470
OBJ1	210023	1000	-0.1281	0.4045	0.5503	0.0621
OBJ0	210023	1000	0.2262	0.4634	0.3528	0.2497
OBJ1	210056	1000	-0.1289	0.4053	0.5509	0.0641
OBJ0	210056	1000	0.2255	0.4644	0.3547	0.2489
OBJ1	210089	1000	-0.1319	0.4041	0.5503	0.0606
OBJ0	210089	1000	0.2228	0.4629	0.3533	0.2469
OBJ1	210123	1000	-0.1272	0.4044	0.5510	0.0627
OBJ0	210123	1000	0.2267	0.4631	0.3531	0.2505
OBJ1	210156	1000	-0.1291	0.4055	0.5507	0.0641
OBJ0	210156	1000	0.2253	0.4645	0.3544	0.2485
OBJ1	210189	1000	-0.1313	0.4039	0.5502	0.0613
OBJ0	210189	1000	0.2233	0.4627	0.3529	0.2475
OBJ1	210223	1000	-0.1277	0.4047	0.5506	0.0628
OBJ0	210223	1000	0.2265	0.4637	0.3529	0.2505
OBJ1	210256	1000	-0.1290	0.4050	0.5505	0.0645
OBJ0	210256	1000	0.2253	0.4641	0.3540	0.2496
OBJ1	210289	1000	-0.1319	0.4030	0.5498	0.0621
OBJ0	210289	1000	0.2223	0.4619	0.3521	0.2487
OBJ1	210323	1000	-0.1277	0.4039	0.5504	0.0631
OBJ0	210323	1000	0.2264	0.4629	0.3528	0.2504
OBJ1	210356	1000	-0.1289	0.4049	0.5509	0.0641
OBJ0	210356	1000	0.2254	0.4640	0.3546	0.2495
OBJ1	210389	1000	-0.1320	0.4032	0.5493	0.0622
OBJ0	210389	1000	0.2224	0.4619	0.3520	0.2484
OBJ1	210423	1000	-0.1279	0.4041	0.5502	0.0632
OBJ0	210423	1000	0.2264	0.4629	0.3528	0.2504
OBJ1	210456	1000	-0.1294	0.4055	0.5510	0.0634
OBJ0	210456	1000	0.2246	0.4644	0.3542	0.2491
OBJ1	210489	1000	-0.1318	0.4030	0.5497	0.0625
OBJ0	210489	1000	0.2223	0.4619	0.3521	0.2487
OBJ1	210523	1000	-0.1277	0.4043	0.5506	0.0628
OBJ0	210523	1000	0.2267	0.4631	0.3531	0.2505
OBJ1	210556	1000	-0.1291	0.4053	0.5512	0.0633
OBJ0	210556	1000	0.2249	0.4639	0.3541	0.2495
OBJ1	210589	1000	-0.1318	0.4032	0.5492	0.0626
OBJ0	210589	1000	0.2222	0.4620	0.3516	0.2488
OBJ1	210623	1000	-0.1278	0.4039	0.5506	0.0628
OBJ0	210623	1000	0.2268	0.4630	0.3534	0.2508
OBJ1	210656	1000	-0.1298	0.4048	0.5509	0.0637
OBJ0	210656	1000	0.2222	0.4640	0.3563	0.2566
OBJ1	210689	1000	-0.1320	0.4032	0.5493	0.0622
OBJ0	210689	1000	0.2222	0.4620	0.3516	0.2488
OBJ1	210723	1000	-0.1277	0.4039	0.5506	0.0635
OBJ0	210723	1000	0.2265	0.4627	0.3532	0.2508
OBJ1	210756	1000	-0.1300	0.4049	0.5510	0.0626
OBJ0	210756	1000	0.2223	0.4638	0.3569	0.2559
OBJ1	210789	1000	-0.1314	0.4034	0.5492	0.0629
OBJ0	210789	1000	0.2225	0.4622	0.3516	0.2492
OBJ1	210823	1000	-0.1267	0.4045	0.5515	0.0630
OBJ0	210823	1000	0.2276	0.4634	0.3542	0.2506
OBJ1	210856	1000	-0.1301	0.4049	0.5512	0.0622
OBJ0	210856	1000	0.2221	0.4640	0.3565	0.2562
OBJ1	210889	1000	-0.1314	0.4034	0.5492	0.0629
OBJ0	210889	1000	0.2225	0.4622	0.3516	0.2492
OBJ1	210923	1000	-0.1273	0.4044	0.5513	0.0633
OBJ0	210923	1000	0.2268	0.4634	0.3535	0.2511
OBJ1	210956	1000	-0.1303	0.4046	0.5508	0.0626
OBJ0	210956	1000	0.2217	0.4637	0.3564	0.2565
OBJ1	210989	1000	-0.1318	0.4031	0.5490	0.0622
OBJ0	210989	1000	0.2225	0.4618	0.3516	0.2492
OBJ1	211023	1000	-0.1270	0.4042	0.5513	0.0630
OBJ0	211023	1000	0.2276	0.4634	0.3542	0.2506
OBJ1	211056	1000	-0.1310	0.4042	0.5506	0.0623
OBJ0	211056	1000	0.2213	0.4635	0.3563	0.2567
OBJ1	211089	1000	-0.1317	0.4031	0.5490	0.0629
OBJ0	211089	1000	0.2225	0.4618	0.3516	0.2492
OBJ1	211123	1000	-0.1271	0.4043	0.5516	0.0636
OBJ0	211123	1000	0.2273	0.4631	0.3539	0.2512
OBJ1	211156	1000	-0.1311	0.4042	0.5507	0.0626
OBJ0	211156	1000	0.2215	0.4638	0.3568	0.2567
OBJ1	211189	1000	-0.1318	0.4029	0.5485	0.0630
OBJ0	211189	1000	0.2220	0.4617	0.3508	0.2499
OBJ1	211223	1000	-0.1273	0.4044	0.5513	0.0633
OBJ0	211223	1000	0.2268	0.4634	0.3535	0.2511
OBJ1	211256	1000	-0.1309	0.4040	0.5509	0.0626
OBJ0	211256	1000	0.2217	0.4636	0.3569	0.2574
OBJ1	211289	1000	-0.1323	0.4031	0.5486	0.0630
OBJ0	211289	1000	0.2222	0.4616	0.3514	0.2491
OBJ1	211323	1000	-0.1279	0.4043	0.5510	0.0637
OBJ0	211323	1000	0.2267	0.4634	0.3537	0.2507
OBJ1	211356	1000	-0.1317	0.4041	0.5505	0.0630
OBJ0	211356	1000	0.2210	0.4635	0.3568	0.2572
OBJ1	211389	1000	-0.1321	0.4031	0.5483	0.0624
OBJ0	211389	1000	0.2224	0.4615	0.3509	0.2489
OBJ1	211423	1000	-0.1276	0.4046	0.5512	0.0637
OBJ0	211423	1000	0.2264	0.4636	0.3537	0.2503
OBJ1	211456	1000	-0.1314	0.4039	0.5505	0.0627
OBJ0	211456	1000	0.2212	0.4635	0.3564	0.2570
OBJ1	211489	1000	-0.1314	0.4031	0.5486	0.0627
OBJ0	211489	1000	0.2230	0.4616	0.3511	0.2494
OBJ1	211523	1000	-0.1275	0.4046	0.5512	0.0644
OBJ0	211523	1000	0.2266	0.4634	0.3538	0.2510
OBJ1	211556	1000	-0.1324	0.4036	0.5501	0.0624
OBJ0	211556	1000	0.2210	0.4635	0.3569	0.2565
OBJ1	211589	1000	-0.1318	0.4030	0.5479	0.0628
OBJ0	211589	1000	0.2228	0.4614	0.3508	0.2491
OBJ1	211623	1000	-0.1274	0.4048	0.5516	0.0640
OBJ0	211623	1000	0.2269	0.4637	0.3541	0.2511
OBJ1	211656	1000	-0.1315	0.4039	0.5507	0.0623
